273, 18347, 0
270, 3557, 1
296, 9308, 2
302, 4776, 3
248, 6196, 3
202, 18347, 0
201, 1235, 1
211, 4743, 3
168, 3030, 1
213, 10087, 2
223, 376, 1
301, 1376, 1
296, 1415, 1
298, 1293, 1
296, 3752, 1
292, 1091, 1
300, 1376, 1
230, 2130, 1
297, 1346, 1
290, 1091, 1
294, 1093, 1
294, 1420, 1
296, 1426, 1
294, 1439, 1
203, 27130, 0
277, 1684, 1
294, 2542, 1
230, 3165, 1
305, 3234, 1
311, 2170, 1
308, 11121, 2
313, 2142, 1
285, 330, 1
286, 531, 1
283, 324, 1
258, 1205, 1
284, 9133, 2
276, 2903, 1
190, 1603, 1
196, 393, 1
284, 393, 1
275, 442, 1
142, 3842, 1
281, 170, 1
279, 168, 1
302, 191, 1
279, 168, 1
275, 247, 1
337, 7451, 2
295, 406, 1
145, 432, 1
201, 62535, 0
320, 485, 1
235, 5754, 3
303, 150638, 0
325, 27811, 0
258, 6496, 3
303, 150638, 0
323, 1075, 1
328, 324, 1
326, 4660, 3
334, 2684, 1
331, 1417, 1
333, 35187, 0
197, 1571, 1
197, 13802, 2
215, 2941, 1
214, 3687, 1
297, 599, 1
296, 540, 1
296, 617, 1
294, 29288, 0
285, 34557, 0
316, 3665, 1
335, 10440, 2
284, 10592, 2
242, 7066, 2 
223, 3707, 1
204, 1731, 1
148, 1122, 1
0, 0, 1
215, 2649, 1
341, 326, 1
341, 1943, 1
341, 1663, 1
235, 501, 1
320, 13828, 0
319, 1435, 1
335, 3435, 1
291, 236, 1
308, 662, 1
291, 1862, 1
289, 244, 1
306, 662, 1
289, 1862, 1
310, 1881, 1
282, 2286, 1
203, 1200, 1
291, 1200, 1
219, 1234, 1
